Customer_ID,Name,Age,Gender,City,Employment_Type,Monthly_Income,Loan_Amount,Interest_Rate,Tenure_Months,Credit_Score,Vehicle_Type,Down_Payment,EMI,Previous_Default,Loan_Status
C1730,Ayesha Sastry,23.0,M,Indore,SALARIED,92011,433127,8.3,18,623.0,BikE,104503,19772,N,No Default
C0258,Sana Keer,27.0,M,Chennai,,68319,1054281,15.2,18,795.0,Suv,249883,51481,No,Default
C1258,Ira Sampath,39.0,F,Visakhapatnam,SALARIED,63833,327049,15.2,12,763.0,BIKE,67758,24891,YES,No Default
C2526,Badal Saha,18.0,F,Delhi,Self employed,29776,291019,13.0,36,698.0,Car,43742,7761,0,No Default
C0135,Nayantara Lala,34.0,F,Indore,BUSINESS,28973,114709,16.4,30,720.0,bike,29530,3304,No,No Default
C3008, Tiya Kaur ,36.0,M,Kolkata,salaried,60763,1142608,13.6,18,650.0,truck,150035,62642,0,Default
C1128,Prerak Dass,22.0,F,Mumbai,Salaried,46163,574825,13.8,12,733.0,car,130654,42122,yes,No Default
C0915,Yasmin Kothari,24.0,M,Noida,salaried,47838,395120,8.2,36,685.0,suv,21834,11219,1,Default
C1071,Divit Sehgal,33.0,F,Kolkata,SALARIED,24232,235052,13.3,36,725.0,car,50758,5800,Yes,No Default
C2950,Kimaya Kohli,22.0,F,Hyderabad,Self-employed,42051,494730,11.0,72,536.0,c ar,77765,6428,No,No Default
C0806,Kismat Bhattacharyya,35.0,M,Nashik,Salaried ,80188,414090,13.6,60,738.0,bike,107089,5812,no,No Default
C0190,Nakul Andra,30.0,F,Bhopal,SALARIED,21238,128255,14.1,60,731.0, bike ,20055,2057,NO,Default
C0031,Heer Walla,35.0,F,Hyderabad,self employed,32629,196930,12.4,60,584.0,CAR,43910,2866,No,Default
C0749,Zara Subramanian,41.0,F,Nashik,salaried,40811,303142,12.5,60,758.0,c  ar,19295,5322,1,No Default
C1600,Indrans Lad,39.0,F, Jaipur ,Salaried,22452,312393,12.3,72,686.0,suv,61680,3910,No,No Default
C1602,Hrishita  Dhar,35.0,M,Hyderabad,Self-employed,43974,445706,13.6,30,625.0,suv,70541,14206,NO,Default
C2000,Azad Madan,57.0,F, Visakhapatnam ,salaried,88456,1021580,9.9,12,,Suv,279584,67954,0,DEFAULT
C1644,Samaira Jaggi,19.0,M,Noida,BUSINESS,29687,178248,13.4,12,715.0,BikE,24747,14505,0,No Default
C1563,Nayantara Kalita,26.0,M,Indore, salarieD,89184,1100040,8.2,48,817.0,c ar,232843,19548,No,No Default
C0208,Ishita Lall,32.0,F,Visakhapatnam,SALARIED,52175,315535,12.7,72,770.0,BIKE,74028,3780,no,No Default
C2794,Eva D’Alia,43.0,F,Jaipur,Goverment,50202,426857,10.1,24,734.0,S U V,88426,15525,yes,Default
C3042,Taran Zachariah,54.0,M,Lucknow,salaried,35486,189506,8.0,48,721.0,BIKE,51683,3101,NO,No Default
C2154,Shayak Mall,23.0,F,Kochi,Salaried,55221,708685,10.5,12,668.0,c ar,201490,46704,No,Default
C0982,Prisha Kadakia,41.0,F,Coimbatore,Self Employed,84472,348191,11.7,24,609.0,BikE,28617,14873,N, No Default 
C0855,Parinaaz Sankaran,33.0,M,Delhi,salaried,54234,249061,10.8,72,696.0,BIKE,46506,3117,N,No Default
C1432,Shray Gour,30.0,F,Ahmedabad,Business ,71562,1049458,10.2,30,603.0,Suv,66409,36110,no,No Default
C2626,Adah Dhawan,37.0,M,Patna,Self employed,59804,731384,11.7,30,712.0,Suv,133184,22272,NO, Default 
C0361,Ahana  Saraf,40.0,Other,Jaipur,Business,63186,670389,13.3,12,701.0,Car,136357,50421,No,Default
C2435,Purab Saxena,31.0,M,Bengaluru,salaried,66440,577753,12.0,18,635.0,Car,145049,26923,N,Default
C2090,Gatik Saran,25.0,M,Hyderabad,self employed,98643,677547,9.1,48,645.0,car,104267,13030,No,No Default
C1415,Jayesh Mallick,21.0,M,Mumbai,Salaried ,80383,492568,13.2,36,547.0,BIKE,36909,14327,NO, Default 
C2333, Drishya Dugal ,,F,Gurugram,salaried,52148,233670,11.9,12,734.0,BIKE,45211,17573,N,No Default
C1365,Rati Sehgal,42.0,F,Noida, salarieD,56151,278556,10.1,36,607.0,BIKE,16661,8009,0,Default
C0675,Hiran Mahal,24.0,M,Kochi,govt ,41470,397562,9.3,36,565.0,car,81632,9591,0,Default
C0748,Sana Shukla,28.0,M,Surat,Salaried ,50211,604576,10.3,36,667.0,car,113315,15051,NO,Default
C2307,Ishita Khosla,35.0,M,Coimbatore, salarieD,50156,309630,14.5,60,649.0, BikE ,27716,5379,0,No Default
C2536,Vidur Bansal,54.0,M,Delhi,salaried,48029,261843,13.7,60,627.0,Bike,75301,3534,No,No Default
C1689,Alisha Sampath,29.0,F,Visakhapatnam,Self Employed,62785,394607,,12,578.0,BikE,27625,34985,No,No Default
C1058,Elakshi Sibal,37.0,F,Mumbai,Self  Employed,70788,364529,14.2,18,632.0,BikE,21722,21749,0,No Default
C3035,Zeeshan Rege,27.0,M,Pune,Self Employed,71405,605979,10.0,48,666.0,c ar,59689,12519,0,No Default
C1880,Trisha Varkey,29.0,M,Pune,SALARIED,62009,241893,8.6,12,581.0, bike ,34611,18759,0,Default
C1057,Parinaaz Balay,18.0,M,Indore,Government,38428,238190,8.9,48,568.0,BikE,34748,4615,0,Default
C3184,Trisha Sehgal,34.0,F,Patna,Salaried,37625,209756,14.2,36,524.0,Bike,29709,5711,no,No Default
C2446,Sara Subramanian,32.0,F,Lucknow,Salaried ,19406,65718,8.4,30,657.0,bike,9021,2048,0,No Default
C3044,Ryan Talwar,28.0,M,Patna,UNEMPLOYED,28153,214971,12.2,60,691.0,CAR,26708,3520,YES,Default
C0996,Badal Sekhon,44.0,F,Patna,Student ,49470,629117,13.0,72,761.0,Car,109048,8162,No,No Default
C1040,Ishita Wadhwa,31.0,F,Coimbatore,salaried,58713,318724,18.2,18,502.0,Bike,37272,18482,NO,No Default
C2720,Taimur Dara,43.0,M, Hyderabad , salarieD,29682,325124,15.3,12,683.0,CAR,63483,25139,YES,No Default
C2768,Ishita  Hayer,32.0,M,Vadodara,govt ,52987,555864,10.2,12,665.0,suv,104664,41435,N,Default
C0565,Vardaniya Dugar,37.0,F,Hyderabad,Goverment,39893,171999,10.6,12,674.0,Bike,26923,13371,No,No Default
C2801,Kashvi Jani,45.0,F,Nashik,Student ,15268,121482,11.9,36,582.0,Car,20150,3149,yes,Default
C0222,Eshani Bhat,,F,Vadodara,Goverment,32945,188835,13.8,30,630.0,BIKE,29445,6046,NO,Default
C0330,Azad Dass,18.0,M,Noida, salarieD,22060,408769,13.7,18,777.0,truck,52053,22532,NO,Default
C2423,Yakshit Lanka,41.0,M,Nashik,Self employed,64374,880281,9.5,60,715.0,SUV,132974,13638,Y,Default
C0854,Arhaan Behl,25.0,M,Pune,Salaried ,45693,474651,13.7,12,626.0,car,120777,33529,NO,Default
C3092,Vritika Suresh,34.0,M,Vadodara,Salaried ,50218,484730,11.2,48,593.0,c ar,95143,9025,No,No Default
C3178,Hiran Gala,33.0,F,Lucknow,bussiness,52780,590775,13.9,24,701.0,c ar,61399,25123,N,No Default
C1214,Parinaaz Lall,35.0,M,Bhopal,Self Employed,95290,1110034,12.6,72,519.0,SUV,237376,13647,YES,No Default
C2368,Elakshi Sarkar,28.0,F,Pune,Self  Employed,65254,595273,9.5,60,606.0,car,93964,9148,NO,Default
C2443,Lakshit Madan,33.0,F, Ahmedabad ,Salaried ,22629,191247,13.3,72,761.0,c ar,32319,2500,No,No Default
C0433,Nirvi Grover,24.0,F,Bhopal,SALARIED,28642,364233,12.2,72,697.0,Suv,25221,5282,N,Default
C2676, Sana Chander ,,M,Bengaluru, salarieD,62791,392085,9.3,48,586.0,Bike,58876,7587,0,No Default
C0841, Aarush Khare ,39.0,F,Chennai, salarieD,41916,551930,13.2,24,486.0,suv,39216,24183,Yes,Default
C3166,Raghav Varughese,31.0,F,Nagpur,salaried,31134,238117,12.1,72,693.0,c ar,51338,2908,0,Default
C2483,Mishti Chaudhry,38.0,M,Bengaluru, salarieD,30029,96540,12.0,30,730.0,Bike,15641,3020,No,Default
C1324,Samaira Sura,30.0,M,Thane,govt ,51837,621029,12.5,48,807.0,car,159953,10806,0,Default
C1244,Yasmin Chaudhry,40.0,F,Coimbatore,SALARIED,55864,596891,11.4,36,647.0,SUV,89824,15690,NO,Default
C0623, Adah Mangat ,31.0,M,Nagpur,self employed,34966,167521,8.0,12,646.0,BIKE,43519,11160,No,No Default
C0417,Vivaan Agate,38.0,F,Hyderabad,Self-employed,22880,184777,14.1,60,726.0,Car,13974,3248,no,Default
C0727,Advika Vohra,47.0,F,Hyderabad,Salaried ,64561,258129,10.4,24,820.0,BikE,44012,9849,NO,default
C0125,Aarna Chana,20.0,F,Coimbatore,unemployed,31710,333208,11.2,72,665.0,Car,29668,4688,NO,Default
C0577,Chirag Mani,24.0,F,Hyderabad,Salaried ,33182,376866,13.3,72,642.0,c ar,28532,5481,0,default
C0944,Umang Kari,32.0,M,Bengaluru,STUDENT,30801,347881,11.9,36,771.0,c ar,95210,7853,no,No Default
C2422,Prerak Ghosh,45.0,M,Ahmedabad,Self  Employed,51809,250724,12.4,18,611.0,bike,50880,12479,no,Default
C1905,Shayak Manne,43.0,F,Mumbai,,35845,212198,11.3,36,537.0,Bike,56965,4799,0,No Default
C0496,Yuvaan Das,41.0,M,Nagpur,Goverment,33867,527539,12.6,60,675.0,S U V,87704,8254,N,Default
C2231,Bhamini  Ramakrishnan,33.0,M,Chennai,Salaried ,35018,419549,8.5,12,, Car ,62689,32266,NO,No Default
C0615,Azad Divan,36.0,M,Patna,Self-employed,14398,144908,12.4,12,703.0,c ar,24680,11261,N,Default
C2496,Dhanush Cherian,30.0,M,Kolkata,Salaried ,29816,166520,13.4,72,550.0,BIKE,25625,2219,No,Default
C1225, Riaan Sha ,31.0,M,Lucknow,SALARIED,36987,310948,12.6,18,797.0,suv,26728,17779,no,Default
C0918,Ritvik Swaminathan,31.0,F,Nashik,SALARIED,38513,302581,12.7,18,679.0,car,35405,16728,N, No Default 
C2519,Divyansh Kapoor,39.0,F,Bhopal,Self Employed,48986,165194,10.8,12,583.0,Bike,41659,11406,Yes,No Default
C2468,Bhamini Dhar,31.0,F,Vadodara,Self  Employed,50509,214326,13.0,72,610.0,Bike,62164,2388,NO,DEFAULT
C2802,Rania  Andra,38.0,M,Gurugram,Salaried ,45617,233268,9.9,60,689.0,BikE,69775,2994,N,No Default
C0681,Nishith Chaudhari,18.0,M,Kolkata,salaried,55637,496380,14.0,18,648.0,car,137162,22750,No,No Default
C1178,Kanav Solanki,34.0,F,Ahmedabad,unemployed,80370,291686,13.1,12,667.0,BikE,69493,20941,N,Default
C3086,Rhea Sangha,43.0,M,Patna,,66172,909371,14.9,30,626.0,Suv,46949,33030,N,Default
C0634,Indrans Sahni,44.0,M,Kolkata,Self employed,16594,73172,12.3,36,670.0,BikE,6132,2091,NO,Default
C1271,Lagan Dhar,40.0,F,Indore,,113703,345641,9.9,12,773.0,Bike,98733,22612,0,No Default
C2803,Eva Warrior,36.0,M, Indore ,unemployed,51811,230561,19.7,18,693.0,BikE,22715,13821,N,Default
C0080,badal bal,38.0,M,VISAKHAPATNAM,SALARIED,83308,1092523,11.0,48,646.0,SUV,58598,23909,no,Default
C2586,Abram Raju,33.0,M,Gurugram,,57765,499579,12.3,48,781.0,c ar,26622,11065,0,Default
C1362,Khushi  Gill,35.0,F,Jaipur, salarieD,12000,99019,11.3,30,603.0,CAR,21592,2872,NO,Default
C0866,Tiya Dhar,45.0,M,Patna,Salaried ,37259,155949,8.9,60,691.0,Bike,36725,2163,no,No Default
C1862,Aniruddh Sarkar,47.0,M,Nashik,studnt,33447,226302,14.7,24,652.0,CAR,12710,10207,NO,No Default
C2890,Taimur Sampath,39.0,M,Patna,SALARIED,73628,698144,13.8,18,708.0,CAR,74130,39451,yes,No Default
C2427,Bhamini Kaur,36.0,M,Delhi,Self-employed,20117,198783,11.4,24,478.0,Suv,52496,6790,No,No Default
C2918,Rasha Mahal,21.0,M,Bengaluru,Self employed,33296,208427,13.0,24,746.0,Bike,17548,8987,0,No Default
C2689,Nirvi Bhavsar,39.0,M,Surat, salarieD,25222,218096,8.8,36,736.0,Car,44596,5243,0,No Default
C2397,Aaina Tiwari,39.0,M,Noida,salaried,43938,485002,13.5,36,691.0,car,28241,14400,0,Default
C2807,Hunar Khosla,32.0,F,Chennai,Government,70154,838199,,72,581.0,car,229574,9247,YES,No Default
C2886,Vritika Dash,,F,Thane,Self employed,155339,490410,8.0,18,767.0,bike,119268,22268,NO, No Default 
C2962,Sana Manda,,M,Hyderabad,salaried,40817,339088,11.8,36,745.0,CAR,73444,8249,0,No Default
C2773,Shlok Sarkar,18.0,F,Bhopal,Salaried,25881,252488,14.2,30,661.0,CAR,56580,7457,no,Default
C2006,Aradhya Borra,28.0,M,Bengaluru,,34761,254081,15.2,60,666.0,Car,48845,3940,NO,No Default
C1623,Kabir Brar,21.0,M,Nagpur,Self  Employed,25877,81438,,12,690.0,BikE,11840,6629,N,Default
C2966,Heer Sandhu,27.0,F,Lucknow,Self Employed,49390,298569,11.5,24,590.0,CAR,74817,10395,NO,no default
C2002,Vaibhav Shere,31.0,F,Hyderabad,SALARIED,75090,849321,11.0,72,777.0,c ar,253851,9180,0,No Default
C2485,Yakshit Ghosh,27.0,M,Patna,Government,52626,525821,16.0,72,717.0,Car,37517,7867,N,Default
C1291,Jivin Sem,,F,Noida, salarieD,30781,296904,13.9,60,618.0,Car,55834,4576,No,No Default
C1078,Nakul  Bahri,31.0,M,Kolkata,UNEMPLOYED,65587,253065,8.0,24,631.0,Bike,59749,8699,No,No Default
C1428,Priyansh Sethi,35.0,F,Thane, salarieD,58435,190228,11.9,30,763.0,BIKE,49781,5238,0,No Default
C1030,Ahana  Deol,28.0,F,Nagpur,salaried,26049,244704,9.0,72,592.0,Car,71203,2626,N,Default
C2934,Pranay Mann,30.0,M,Bengaluru,SALARIED,68416,404656,9.8,48,706.0,BIKE,113106,6669,N,No Default
C1544,Ivan Ramanathan,22.0,F,Kolkata, salarieD,26606,111432,11.1,12,681.0,Bike,31454,7404,N,No Default
C0736,Arhaan Mall,44.0,M,Delhi,salaried,40679,496148,12.2,60,609.0,car,138081,6695,NO,Default
C2364,Hunar Tailor,29.0,M,Patna,SALARIED,46649,157370,16.8,72,754.0,BIKE,9008,2406,No,No Default
C1965,Lagan Bobal,36.0,M,Vadodara,Business ,50242,289594,12.9,72,581.0,BikE,38528,3936,YES,No Default
C1700,Kartik Tripathi,31.0,F,Surat,SALARIED,62420,259659,11.1,30,,BIKE,39927,8137,0,No Default
C1581,Samaira Chaudhry,,M,Patna,Salaried,47528,563499,11.1,18,560.0,CAR,122269,27233,N,Default
C1824,Ishita Ghosh,44.0,M,Jaipur,Self Employed,41153,200333,14.7,18,580.0,bike,45962,9836,NO,Default
C1658,Trisha Sachdev,33.0,M,Coimbatore,bussiness,67217,729971,12.4,12,602.0,c ar,81883,60704,Yes,Default
C2405,Vardaniya Barad,39.0,M,Ahmedabad,,82649,742912,12.6,60,721.0,CAR,111131,11856,0,Default
C2503,Elakshi Khurana,52.0,M,Kolkata,Self-employed,28632,117819,8.8,48,655.0,Bike,26715,2065,0,No Default
C2627,Renee Mand,33.0,F,Delhi,self employed,28119,144509,11.8,36,688.0,Bike,43037,3151,1,No Default
C2303,Hrishita Bumb,,F,Visakhapatnam, salarieD,65438,605878,12.4,24,797.0,S U V,133789,22109,YES,Default
C0762,Dhruv Madan,32.0,F,Kochi,Business ,76477,390901,12.5,48,563.0,BIKE,87461,7111,No,Default
C2634,Shayak Kalla,34.0,F,Surat,,37279,545121,11.7,24,657.0,TRUCK,95881,20908,Y,Default
C0822,Mahika Baria,28.0,F,Chennai,,60436,319282,15.6,72,557.0,bike,24540,4732,No,No Default
C0084,Lakshit Bobal,21.0,M,Kochi,Salaried ,60825,198625,9.6,18,704.0,bike,27095,10444,N,No Default
C1799,Neysa Sood,29.0,F,Vadodara,Goverment,27228,168758,11.5,72,654.0,c ar,10733,2447,No,Default
C2706,Neysa Char,35.0,F,Nashik, salarieD,44940,340120,10.8,36,572.0,SUV,55250,8767,1,Default
C1212,Anay Doshi,30.0,F,Delhi,SALARIED,53051,490447,14.4,12,664.0, car ,118050,35501,1,No Default
C3094,Ojas Rege,,F,Mumbai,STUDENT,39193,479567,11.6,24,560.0,Car,133793,16078,No,Default
C1913,Yasmin Kale,18.0,F,Delhi,salaried,52362,399959,11.7,18,571.0,S  U  V,69154,20528,0,No Default
C2436,Ivan Doshi,18.0,F,Visakhapatnam,salaried,53088,732816,14.0,48,606.0,S U V,148442,13878,No,Default
C1621,Vanya Aurora,45.0,F,Bengaluru,BUSINESS,37517,368498,10.6,24,674.0,Car,55145,14440,1,Default
C3144,Mohanlal Banik,26.0,M,Indore,Salaried ,50408,309841,12.3,18,631.0,car,63053,15396,no,No Default
C0075,Ranbir Boase,18.0,F, Jaipur , salarieD,34361,109862,12.6,18,691.0,BikE,32950,4811,NO,No Default
C0296,Aniruddh Walla,29.0,M,Bhopal,Salaried ,75449,862327,8.0,30,684.0,CAR,214041,23338,Yes,No Default
C1121,Manikya Ben,27.0,F,Noida,self employed,56298,793978,13.1,30,768.0,suv,106631,25912,0,No Default
C0046,Indrans  Thakur,,Other,Nagpur,studnt,48938,566031,11.0,18,553.0,CAR,39403,32475,N,Default
C1003,Samarth Vaidya,,F,Lucknow,Salaried ,35402,125392,10.9,72,591.0,BIKE,19825,2000,no,No Default
C0039,Ela Khosla,33.0,M,Ahmedabad,Self employed,26905,392004,13.9,12,744.0,SUV,88444,28812,yes,Default
C2655,Seher Bhattacharyya,37.0,M,Bengaluru,Salaried ,64294,543356,12.2,72,673.0,car,39813,7846,1,Default
C2425,Divij Grewal,36.0,M,Jaipur,Student ,25961,279954,13.7,60,537.0,SUV,68755,4002,N,Default
C2330,Saira Mallick,47.0,F, Delhi , salarieD,33149,357606,16.8,36,747.0,car,107160,8125,0,No Default
C2035,Ishita Hayre,30.0,M,Lucknow,Self Employed,89590,754528,15.6,12,647.0,car,207914,52657,NO,No Default
C0549,Hansh Dugal,28.0,M,Visakhapatnam,SALARIED,49335,216255,,48,645.0,BIKE,55539,3723,N,No Default
C0033,Hunar Sen,41.0,M,Pune,SALARIED,54185,287269,10.1,12,680.0,BIKE,40771,22616,NO,Default
C1488,Siya Khatri,25.0,M,Gurugram,Self Employed,36047,163071,15.2,12,539.0,bike,31936,12588,N,Default
C1685,Kashvi Goswami,18.0,M,Nashik,self employed,112025,680233,11.4,30,639.0,bike,161861,19248,0,No Default
C2102,Seher Dani,22.0,F,Gurugram,Salaried ,49944,286863,14.1,18,549.0,bike,65665,14021,no,No Default
C1632,Dhanuk Chandra,30.0,M,Nagpur,Salaried,36258,415894,12.9,72,601.0,c ar,116182,4699,N,Default
C2221,Arnav Chaudhry,46.0,M,Patna,self employed,63563,273628,14.6,72,739.0,Bike,77665,3119,N,Default
C1895,Shayak Borde,30.0,F,Coimbatore,Salaried,22619,160327,8.7,36,709.0,car,21397,4194,NO,No Default
C2859,Indrans Barad,44.0,M,Kochi,self employed,41950,451133,9.6,48,586.0,Suv,134177,7237,YES,No Default
C0204,Aaina Dhawan,42.0,M,Thane,Salaried,28182,208912,12.6,12,624.0,Car,33621,16448,No, Default 
C1423,Shray Shankar,25.0,M,Mumbai, salarieD,62648,236462,11.1,36,595.0,Bike,61894,5387,No,No Default
C0322,Pranay Chaudry,47.0,M,Coimbatore,SALARIED,81318,412358,9.8,24,724.0,Bike,73437,15505,NO,DEFAULT
C0114, Lakshay Sachdev ,33.0,M,Vadodara,Self employed,62380,339239,12.5,72,700.0,BikE,29898,4833,no,Default
C1822,Piya Sant,33.0,M,Nashik,Government,33008,479126,11.2,60,571.0,suv,136488,6350,NO,No Default
C2271,Reyansh Dugar,43.0,M,Vadodara,Student,83051,823518,16.0,72,692.0,car,52748,12417,NO,No Default
C2711,Alia Sane,25.0,F,Jaipur, salarieD,36140,532176,14.6,12,694.0,Suv,99163,41352,YES,Default
C1953,Rohan Dua,36.0,M,Bhopal,Salaried ,47786,224576,16.6,18,637.0,BIKE,17039,13443,0,No  Default
C0699,Ehsaan Choudhry,23.0,F,Jaipur, salarieD,23151,262040,12.8,36,660.0,car,61443,6285,no,No Default
C2533,Mamooty Sandal,21.0,F,Kolkata,salaried,51636,549709,10.3,30,,c ar,147890,14773,no,Default
C1534,Manjari Gupta,18.0,F,Nashik,self employed,54631,352965,14.8,12,796.0,c ar,42433,29707,No,Default
C1382,Adira Ramesh,36.0,M,Hyderabad,,48500,475130,11.5,18,680.0,c ar,48838,26406,Y,Default
C3022,Diya Balan,,F,Hyderabad,Self-employed,27430,139927,8.9,12,664.0,BikE,11915,11617,No,default
C0005,Raghav Trivedi,28.0,F,Chennai,salaried,47303,484988,10.7,60,736.0,CAR,36091,8282,N,Default
C0176,Kashvi Badal,36.0,F,Visakhapatnam,,55268,629859,13.0,12,712.0,car,130100,47060,0,Default
C0413,Ira Kannan,23.0,F,Vadodara,Salaried,27606,210162,14.7,72,727.0, car ,55084,2470,0,Default
C2822,Yuvaan Sinha,,M,Bhopal,Self Employed,250000,2000000,13.9,30,735.0,truck,304779,64361,YES,Default
C1744,Lagan Ratti,31.0,M,Mumbai,salaried,35116,150823,13.1,48,652.0,BIKE,35855,2708,no,Default
C2731,Himmat Bobal,29.0,M,Kochi,Salaried ,22893,143047,9.0,12,676.0,Bike,16668,11479,no,No Default
C0024,Advik Rege,38.0,M,Nashik,Salaried,120586,799729,10.9,24,734.0,car,77277,33383,0,No Default
C0873,Divit Dewan,27.0,M,Kochi, salarieD,55833,535205,17.1,72,653.0,Car,153361,6210,NO,No Default
C2155,mehul tank,48.0,F,BHOPAL,Self-employed,62388,301840,11.5,12,548.0,Bike,20872,26106,NO,default
C1962,Ehsaan Dutt,31.0,F,Nashik,Business,31726,370310,11.0,18,685.0,SUV,55724,19399,no,No Default
C0968,Saira Srinivas,36.0,F,Bengaluru,salaried,62772,706228,13.0,36,671.0,suv,205824,15707,yes,Default
C3041,Pranay Bumb,37.0,M,Jaipur,STUDENT,34303,219960,9.6,48,716.0,Car,30799,4319,No,No Default
C0086,Taran Ramaswamy,28.0,M,Gurugram,Business,31496,114000,8.8,18,656.0, BIKE ,16081,5918,0,Default
C0027,Ehsaan Balan,25.0,M,Noida,BUSINESS,38928,485543,11.2,72,708.0,car,104389,5886,N,Default
C0421,Shray Sama,32.0,F,Surat,Self  Employed,60800,526748,13.0,12,632.0,CAR,123054,38014,no,Default
C2332,Priyansh Brar,18.0,F,Gurugram,govt ,65040,473074,11.3,12,660.0,Car,136061,31257,No,No Default
C0603,Kavya  Dyal,23.0,F,Visakhapatnam,SALARIED,78269,839798,15.1,30,629.0,c ar,137345,26950,N,No Default
C0768,Ritvik Gara,32.0,M,Gurugram, salarieD,30179,264408,11.2,30,708.0,c ar,77123,6942,NO,Default
C2469,Ritvik Swaminathan,44.0,Other,Patna,BUSINESS,90045,889143,12.5,60,640.0,Car,178284,13328,Y,Default
C0516,Miraya Vohra,24.0,M,Nashik,salaried,33320,127732,11.8,48,732.0,bike,21276,2479,0,Default
C2173,Nirvaan Wadhwa,37.0,M, Pune ,Salaried,72934,896199,15.0,72,721.0,Car,232215,10605,No, Default 
C1026,Indranil Mannan,26.0,M, Kolkata ,Salaried,105751,1861639,8.0,24,688.0,TRUCK,114984,78599,No,Default
C2958,Pranay Sunder,33.0,F, Hyderabad ,Salaried,57651,687408,10.6,12,539.0,c  ar,115211,52737,No,No Default
C3091,Nitara Sibal,,F,Chennai, salarieD,104601,1211297,15.7,18,729.0, Car ,359089,54778,No,Default
C0911,Lavanya Agrawal,22.0,M,Delhi,Government,27166,130187,14.1,36,642.0, BikE ,19399,3511,0,Default
C3003,Ivan Sangha,46.0,M,Lucknow,Business,50695,543512,12.6,18,539.0,CAR,141330,25158,no,Default
C2734,Raunak Sheth,28.0,F,Bhopal,Salaried ,62697,917536,8.5,30,557.0,Suv,138857,28162,no,no default
C2402,Anvi Bains,35.0,F,Jaipur,Salaried ,34398,219043,13.7,24,640.0,BIKE,62079,7436,YES,Default
C2182,Amani Goda,,F,Indore,SALARIED,39919,159484,13.0,60,816.0,bike,31750,2405,N,No Default
C3182,Vardaniya Reddy,40.0,M,Hyderabad, salarieD,41861,384347,11.0,48,641.0,car,64664,7392,N,No Default
C1031,Yakshit Bali,31.0,M,Visakhapatnam,,45880,206717,11.2,36,720.0,bike,15222,5915,NO,No Default
C0583,Neysa Kohli,23.0,M,Patna,Salaried,106356,523112,10.8,24,609.0,Bike,112969,18934,No,No Default
C2925,Jayant Aggarwal,36.0,F,Jaipur,Self  Employed,31416,352607,11.3,30,538.0, suv ,36109,11742,1,No Default
C2550,Sara Hari,48.0,F,Delhi,Salaried ,40079,455248,8.0,72,566.0,suv,80194,5625,N,Default
C1919,Jivin Wali,40.0,M,Patna,Goverment,111001,583176,15.3,24,723.0,BikE,122875,22113,no,Default
C2111,Kaira Majumdar,,M,Gurugram,SALARIED,47166,415962,9.5,36,734.0,S U V,107324,9387,No,No Default
C2652,Rhea Lall,26.0,F,Hyderabad,Self-employed,20052,158876,10.6,48,678.0,car,13888,3340,Y,Default
C1899,Charvi Yadav,25.0,F,Thane,salaried,86591,1081878,,48,616.0, car ,245844,19420,no,No Default
C0203,Divij Dhillon,41.0,F,Hyderabad,Salaried ,12223,115164,10.1,24,698.0,Car,6621,4979,yes,Default
C0698,Bhamini Gaba,35.0,M,Delhi,Self  Employed,94707,1154606,15.4,30,838.0,Car,114149,40022,NO,Default
C2830,Veer Bhardwaj,43.0,M,Vadodara,Government,95466,1190819,11.9,12,560.0,Car,322709,80951,N,Default
C1051,Rhea Dass,35.0,F,Noida,Salaried,36418,134266,10.0,60,780.0,BIKE,20669,2082,0,No Default
C1877,Vritika Dua,29.0,F,Noida, salarieD,64954,284149,14.3,30,638.0,Bike,17357,10164,no,Default
C1369,Anaya Mani,24.0,F,Pune, salarieD,27941,121287,8.0,60,587.0,BikE,31733,2000,0,No Default
C1543,Biju Trivedi,21.0,F,Lucknow,,39520,243660,12.1,30,656.0,bike,52488,7143,N,Default
C2316, Anaya Srinivasan ,,M,Gurugram,SALARIED,72999,821706,16.5,60,601.0,truck,141828,13200,N,Default
C1640,Manjari Dutt,38.0,M,Noida,SALARIED,52593,519884,15.2,18,563.0,Suv,107047,26421,YES,Default
C1711,Aaina Shroff,37.0,M,Chennai,self employed,47142,504009,11.8,18,578.0,Car,106912,24664,0,Default
C1083,tara bajaj,20.0,F, HYDERABAD ,SALARIED,46426,382416,10.4,24,680.0,Car,33217,16063,No,Default
C2546,Kiara Konda,46.0,F,Patna,Salaried,23467,159173,10.3,30,548.0, CAR ,14304,5326,0,Default
C1201,Pranay Doshi,37.0,F,Indore,Salaried ,27684,304197,9.5,30,751.0,c ar,34389,9847,0,No Default
C0502,Siya Saini,,M,Indore,,30718,249336,15.0,24,689.0,Car,21015,10940,no,No Default
C0260,Mannat Badami,23.0,F,Kolkata,BUSINESS,18574,168574,13.3,30,680.0,car,18572,5665,N,NO DEFAULT
C2549,Urvi Chakraborty,38.0,F,Nashik,self employed,84031,719135,13.2,36,603.0,CAR,214832,15857,N,Default
C2820,Dishani Kapadia,32.0,M,Ahmedabad,Salaried,85721,736171,15.0,36,641.0,S U V,112792,19913,no,No Default
C2466,Rohan  Dasgupta,34.0,M,Coimbatore,Salaried,45368,208465,14.0,60,716.0,BIKE,36173,3273,N,No Default
C3142,Anahita Korpal,23.0,M,Nagpur,Salaried,31219,329398,10.2,18,677.0,CAR,59829,16503,No,Default
